0,Library,Year,Upper Tier Code,Legal Name,New Legal Name,Mailing Address,Postal Code,City,Street Address,Library Web Site Address,Library Service Type,Population (Resident),Households (Resident),Population (Contracting),Households (Contracting),Date year starts,Date year ends,Ontario Library Service (OLS) Region,# of Active Library Cardholders,Net Balance brought forward amount,Net Balance brought forward type,Provincial Operating Funding,Local Operating Grant,Contract Revenue,Project Grants,Donations,Self-generated Revenue,Debt Services and Reserve Fund Revenues,Other operating revenue,Total Operating Revenues,Provincial capital revenues,Federal capital revenues,Local capital revenues,Other capital revenues,Total Capital Revenues,General materials expenditure,Electronic materials expenditure,Staffing expenditure,Staff Training expenditure,Facilities/Utilities,Telephone and Fax,Dedicated Internet Connectivity Costs,Computer Services,Debt Charges and Transfers to Reserve Funds,Funds returned to government sources,Contract payment made to library boards for library services,Other expenditures,Total Operating Expenditures,Total Capital Expenditures,Titles Held (Reference - English Language),Titles Held (Reference - French Language),Titles Held (Reference - Other Language),Volumes Held (Reference - English Language),Volumes Held (Reference - French Language),Volumes Held (Reference - Other Language),# of Databases (Reference - English Language),# of Databases (Reference - French Language),# of Databases (Reference - Other Language),# of CD ROM Titles (Reference - English Language),# of CD ROM Titles (Reference - French Language),# of CD ROM Titles (Reference - Other Language),# of copies of CD ROM (Reference - English Language),# of copies of CD ROM (Reference - French Language),# of copies of CD ROM (Reference - Other Language),Titles Held (Circulating - English Language),Titles Held (Circulating - French Language),Titles Held (Circulating - Other Language),Volumes Held (Circulating - English Language),Volumes Held (Circulating - French Language),Volumes Held (Circulating - Other Language),# of CD ROM Titles (Circulating - English Language),# of CD ROM Titles (Circulating - French Language),# of CD ROM Titles (Circulating - Other Language),# of copies of CD ROMs (Circulating - English Language),# of copies of CD ROMs (Circulating - French Language),# of copies of CD ROMs (Circulating - Other Language),Titles Held (Periodicals - English Language),Titles Held (Periodicals - French Language),Titles Held (Periodicals - Other Language),# of Database Subscriptions (Periodicals - English Language),# of Database Subscriptions (Periodicals - French Language),# of Database Subscriptions (Periodicals - Other Language),# of CD ROM Titles (Periodicals - English Language),# of CD ROMs Titles (Periodicals - French Language),# of CD ROM Titles (Periodicals - Other Language),# of copies of CD ROMs (Periodicals - English Language),# of copies of CD ROMs (Periodicals - French Language),# of copies of CD ROMs (Periodicals - Other Language),# of individual electronic periodical titles (English Language),# of individual electronic periodical titles (French Language),# of individual electronic periodical titles (Other Language),# of hours per week in an FTE,Librarians (Full Time - # of people),Library Technicians (Full Time - # of people),EXCEL Graduates  (Full Time - # of people),Other staff (Full Time - # of people),Volunteers (Full Time - # of people),Librarians (Part Time - # of people),Librarians (Part Time - Hours worked),Library Technicians (Part Time - # of people),Library Technicians (Part Time - Hours worked),EXCEL Graduates (Part Time - # of people),EXCEL Graduates (Part Time - Hours worked),Other staff (Part Time - # of people),Other staff (Part Time - Hours worked),Volunteers (Part Time - # of people),Volunteers (Part Time - Hours worked),# of Public access workstations,Workstations with internet access,Workstations with OPAC access,Workstations with CD ROM access,Automated catalogue available,Name of Automated Catalogue System,Does your library provide wireless Internet connection,# of Main Libraries,Main Library - total hours open per week,# of Branches open >= 12 hours per week,Branches open >= 12 hours per week - total hours open per week,# of Branches open < 12 hours per week,Branches open < 12 hours per week - total hours open per week,# of Bookmobile stops,Bookmobile hours per week,# of Deposit Stations,Deposit Station hours per week,# of Bookmobiles,Total Annual Direct Circulation,# of programs held annually,Annual program attendance,# of items borrowed,# of items lent,# of requests made to other libraries,# of requests received from other libraries,Typical Week - Direct circulation,Typical Week - Materials use in library,Typical Week -  # of people using library workstations,Typical Week -  # of times electronic databases accessed,No of people using public library wireless connection,Typical Week -  # of standard reference transactions,Typical Week -  # of electronic reference transactions,Typical Week -  # of library visits made in person,Typical Week -  # of electronic library visits
387,Essa,2000,70,Essa,Essa Public Library,"8505 County Road 10, Unit #1",L0M1B1,Angus,,http://www.essa.library.on.ca,Public or Union Library,15904,4547,0,0,01/01/2000,12/31/2000,SOLS,7033,15692,Surplus,25297,112618,0,8216,2443,11138,0,0,159712,0,0,0,0,0,10717,1581,102934,375,20062,1823,0,19305,0,0,8379,0,165176,0,576,0,0,726,0,0,10,0,0,41,0,0,42,0,0,21028,0,0,21215,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,0,1,0,0,0,0,0,1,24,3,36,7,21,3,2,0,3,No,,0,1,35,0,0,1,8,0,0,0,0,0,39447,141,1786,427,59,443,234,758,1331,24,3,0,81,15,346,42
153,Essex County,2000,45,Essex County,Town of Essex,"360 Fairview Avenue West, Suite 101",N8M1Y3,Essex,,www.essexcountylibrary.ca,"County, County co-operative or Regional Municipality Library",142165,46969,0,0,01/01/2000,12/31/2000,SOLS,43164,0,Nil,288921,2598990,210,0,0,99400,0,0,2987521,0,0,0,0,0,478200,23500,1910425,6025,133372,12000,38700,146200,141089,0,0,98010,2987521,0,1189,6,0,7134,16,0,0,0,0,0,0,0,0,0,0,219315,6810,198,396272,7458,198,0,0,0,0,0,0,207,0,0,4,0,0,9,0,0,126,0,0,2017,0,0,0,0,0,0,0,0,3,103.5,1,34.5,0,0,97,1362.92,0,0,70,65,70,65,Yes,DRA Multilis,0,0,0,14,442,0,0,0,0,0,0,0,807269,1465,21982,850,3265,1402,5224,15545,7075,573,0,0,1516,0,7693,0
154,Euphrasia Twp,2000,47,Euphrasia Twp,Grey Highlands,P.O. Box 98,N0C1G0,Kimberley,235309 Grey Road 13,www2.georgian.net/~euphraisalibrary,Public or Union Library,1436,980,700,345,01/01/2000,12/31/2000,SOLS,206,22468,Surplus,4438,5000,2096,3750,1238,484,0,0,17006,0,0,0,0,0,3238,0,13722,454,3000,881,0,7381,0,0,0,0,28676,0,46,0,0,300,0,0,0,0,0,15,0,0,15,0,0,10000,22,0,10000,22,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,3,3,0,3,No,,0,1,20,0,0,0,0,0,0,0,0,0,4890,7,30,12,0,13,0,94,4,26,0,0,5,0,57,0
150,Evanturel Twp,2000,90,Evanturel Twp,,P.O. Box 209,P0J1H0,Englehart,"245453 Highway 569, Englehart, ON P0J 1H0",www.evanturel.com,Contracting Municipality,496,204,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,1117,3830,0,0,0,0,0,0,4947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4947,0,4947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Faraday Twp,2000,51,Faraday Twp,,"29860 Hwy 28 South, R. R. # 3",K0L1C0,Bancroft,,www.faraday.ca,Contracting Municipality,1415,1269,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,5595,0,0,0,0,0,0,0,5595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5595,0,5595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Fauquier-Strickland Twp,2000,81,Fauquier-Strickland Twp,,"C.P. 100, Centre Communautaire",P0L1G0,Fauquier,"25, chemin Grzela",biblioff@vianet.ca,Public or Union Library,678,420,0,0,01/01/2000,12/31/2000,OLS-N,491,1414,Surplus,4197,27500,0,4755,2603,1651,0,0,40706,0,0,0,0,0,6306,175,27736,245,3540,0,0,5193,0,0,0,268,43463,2997,0,248,0,0,311,0,1,3,0,1,12,0,1,17,0,1266,10426,0,1271,10431,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,2,30,19,19,4,3,0,4,No,,0,1,20,0,0,0,0,0,0,0,0,0,6523,30,1070,45,0,58,0,218,147,40,0,0,17,30,115,10
234,Foleyet LSB,2000,88,Foleyet LSB,,Box 162,P0M1T0,Foleyet,,,LSB Library,350,0,0,0,01/01/2000,12/31/2000,OLS-N,90,0,Nil,795,295,0,0,0,0,0,0,1090,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,600,800,0,30,0,40,42,0,45,0,0,0,0,0,0,0,0,0,500,500,0,500,500,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,1,8,12,0,0,0,No,,0,1,8,0,0,0,0,0,0,0,0,0,1300,1,1,0,0,1,0,25,50,2,0,0,6,0,6,0
156,Fort Erie,2000,18,Fort Erie,,136 Gilmore Road,L2A2M1,Fort Erie,,www.forterie.library.on.ca,Public or Union Library,28565,13352,0,0,01/01/2000,12/31/2000,SOLS,25905,9887,Surplus,60682,684250,0,47398,14857,48812,0,0,855999,0,0,330000,50000,380000,105775,5921,512045,7190,85478,10827,3396,72576,0,0,0,36914,840122,380000,1823,0,0,2666,0,0,1,0,0,0,0,0,0,0,0,68883,91,1697,96698,93,1816,0,0,0,0,0,0,104,0,0,1,0,0,0,0,0,0,0,0,1100,0,0,35,3,1,0,4,0,0,0,1,24,0,0,13,205,26,293.02,23,11,10,0,Yes,Dynix,0,1,52,2,61,0,0,0,0,2,24,0,234143,157,4920,384,952,602,1393,2610,267,180,0,0,263,0,5310,0
157,Fort Frances,2000,87,Fort Frances,,601 Reid Avenue,P9A0A2,Fort Frances,,www.fort-frances.com/library,Public or Union Library,8514,3500,0,0,01/01/2000,12/31/2000,OLS-N,6393,0,Nil,19137,333800,0,6871,3552,43594,0,0,406954,0,4800,3450,5820,14070,72591,2205,256978,1941,36800,6933,0,818,9349,0,0,16973,404588,14494,2166,2,0,2502,6,0,0,0,0,15,0,0,15,0,0,59967,1483,35,62423,1524,35,380,0,0,380,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,1,0,2,0,0,0,0,0,0,0,6,106,4,4,8,5,3,5,Yes,SIRS Mandarin,0,1,70,0,0,0,0,0,0,0,0,0,231767,272,4434,272,1176,301,2222,4434,308,85,4,0,399,34,1632,0
325,French River,2000,88,French River,Municipality of French River,PO Box 130,P0M2N0,Noelville,15 Dollard Street,http://www.olsn.ca/frenchriverpl/index.html,Public or Union Library,3200,2250,0,0,01/01/2000,12/31/2000,OLS-N,865,-626,Deficit,11398,63582,0,27584,710,3355,0,0,106629,0,0,0,0,0,4597,0,72239,450,987,4029,3479,18268,0,0,0,2179,106228,281,157,289,0,157,289,0,0,0,0,0,0,0,0,0,0,12675,9594,0,12675,9594,0,17,5,0,17,5,0,16,7,0,0,0,0,78,10,0,78,10,0,0,0,0,35,0,0,0,0,0,2,56,0,0,0,0,2,39,3,25,17,17,0,17,No,,0,1,39,1,39,0,0,0,0,0,0,0,14896,8,89,911,0,961,0,403,1139,93,0,0,218,17,166,0
56,Front of Escott,2000,56,Front of Escott,Leeds and the Thousand Islands,1365 County Rd 2,K0E1R0,Mallorytown,,www.1000island.net/~reading/,Public or Union Library,1239,777,0,0,01/01/2000,12/31/2000,SOLS,362,8092,Surplus,3437,8563,0,0,760,64,0,0,12824,0,0,0,0,0,6678,0,6527,1567,91,866,0,0,0,0,0,0,15729,0,24,0,0,110,0,0,0,0,0,18,0,0,18,0,0,7294,28,0,7294,28,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,3,5,2,2,0,2,No,,0,1,11.5,0,0,0,0,0,0,0,0,0,4421,1,50,66,0,66,0,132,45,6,0,0,8,1,71,2
158,Front of Leeds & Landsdowne Twp,2000,56,Front of Leeds & Landsdowne Twp,Leeds and the Thousand Islands,P.O. Box 219,K0E1L0,Lansdowne,1 B Jessie Street,,Public or Union Library,4779,2579,0,0,01/01/2000,12/31/2000,SOLS,1552,0,Nil,11597,64364,0,3500,243,5429,0,1086,86219,0,0,0,0,0,11253,256,52893,1955,6398,2135,769,3623,2742,0,0,4195,86219,0,157,0,12,300,0,12,1,0,0,12,0,0,16,0,0,15464,35,0,15584,35,0,24,0,0,24,0,0,16,1,0,1,0,0,0,0,0,0,0,0,1050,0,0,0,0,0,0,0,0,0,0,0,0,1,28,2,41,11,6,5,2,2,1,Yes,AutoGraphics/Slims,0,1,35,0,0,0,0,0,0,0,0,0,27028,42,735,287,554,593,824,614,129,31,0,0,25,0,248,10
448,Front of Yonge Twp,2000,56,Front of Yonge Twp,,P.O. Box  250,K0E1R0,Mallorytown,76 County Road 5 S.,www.frontofyonge.com/library,Public or Union Library,2417,1144,0,0,01/01/2000,12/31/2000,SOLS,232,797,Surplus,4831,12200,0,0,200,85,0,1089,18405,0,0,0,0,0,8388,0,3794,0,5441,453,0,0,0,0,0,761,18837,0,12,0,0,85,0,0,0,0,0,0,0,0,0,0,0,10878,0,0,10900,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,2,3,0,0,0,0,No,,0,1,6,0,0,0,0,0,0,0,0,0,9400,2,420,136,0,158,0,156,8,0,0,0,3,0,38,0
159,Galway-Cavendish & Harvey Twp,2000,66,Galway-Cavendish & Harvey Twp,Township of Galway-Cavendish and Harvey,P.O. Box 10,K0L1J0,Buckhorn,5 George Street,www.galwaycavendishharveylibrary.ca,Public or Union Library,3909,5406,0,0,01/01/2000,12/31/2000,SOLS,1850,0,Nil,29073,27000,0,0,2200,18180,0,0,76453,0,0,0,0,0,13600,300,34444,125,9500,1600,0,5800,0,0,0,4400,69769,6917,92,0,0,160,0,0,0,0,0,30,0,0,30,0,0,18020,40,12,18350,40,12,25,0,0,25,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0,0,0,0,0,0,0,0,3,37,20,60,7,5,2,5,Yes,Pick Operating System,0,1,30,1,18,0,0,0,0,0,0,0,30606,12,285,83,346,123,438,1093,120,42,0,0,37,4,178,38
160,Gananoque,2000,56,Gananoque,,100 Park Street,K7G2Y5,Gananoque,Same,http://www.gananoque.ca/community-services/public-services/library,Public or Union Library,4971,2381,0,0,01/01/2000,12/31/2000,SOLS,3540,3336,Surplus,13700,83265,0,0,1939,2846,0,0,101750,0,0,0,0,0,12672,0,70435,0,14199,1442,0,514,0,0,0,3997,103259,0,121,0,0,228,0,0,0,0,0,0,0,0,0,0,0,18626,20,0,19206,20,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,3,25,9,35,2,2,0,0,No,,0,1,38,0,0,0,0,0,0,0,0,0,29575,26,222,293,145,548,161,560,126,17,0,0,32,2,195,2
404,Garden River FN,2000,1,Garden River FN,,48 Syrette Lake Road,P6A5K9,Garden River,,www.gardenriver.ca,First Nations Library,908,0,0,0,04/01/2000,03/31/2001,OLS-N,0,0,Nil,2741,6000,0,49000,0,100,0,0,57841,0,0,0,0,0,2741,1500,26000,0,0,0,3600,24000,0,0,0,0,57841,0,5,0,0,62,0,0,1,0,0,15,0,3,15,0,3,1600,0,6,1800,0,6,25,0,0,25,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,1,20,0,0,9,9,0,9,No,,0,1,40,0,0,0,0,0,0,0,0,0,2500,5,150,60,0,5,10,55,50,100,20,0,40,45,50,50
161,Gauthier Twp,2000,90,Gauthier Twp,,P.O. Box 65,P0K1B0,Dobie,92 McPherson Street,quinner@nt.net,Public or Union Library,145,68,0,0,01/01/2000,12/31/2000,OLS-N,80,0,Nil,348,941,0,0,0,100,0,0,1389,0,0,0,0,0,25,30,0,0,211,1123,0,0,0,0,0,0,1389,0,2200,75,0,2200,75,0,15,0,0,0,0,0,0,0,0,30000,75,0,30000,75,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,2,1,0,2,No,,0,1,24,0,0,0,0,0,0,0,0,0,5200,0,0,0,0,0,0,100,5,6,6,0,1,1,10,1
162,Georgian Bay Twp,2000,33,Georgian Bay Twp,,P.O. Box 220,P0E1E0,Honey Harbour,2587 Honey Harbour Road,http://www.gbpl.cal,Public or Union Library,2069,4927,0,0,01/01/2000,12/31/2000,SOLS,1198,1633,Surplus,28499,40000,0,15582,0,1431,0,3921,89433,0,0,0,0,0,10637,0,44904,391,9599,1734,6037,9545,0,0,0,1532,84379,0,297,0,0,576,0,0,0,0,0,4,0,0,4,0,0,17160,42,0,17166,42,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,5,70,1,5,4,3,0,4,Yes,Winnebago,0,1,20,1,20,0,0,0,0,0,0,0,16283,122,1916,0,0,0,0,184,72,17,0,0,27,0,103,0
72,Georgina,2000,27,Georgina,Corporation of the Town of Georgina,90 Wexford Drive,L4P3P7,Keswick,,www.georginalibrary.ca,Public or Union Library,32652,14410,0,0,01/01/2000,12/31/2000,SOLS,7480,0,Nil,62584,722180,0,25920,3167,95983,0,0,909834,0,0,75000,0,75000,99770,2810,553034,2883,95119,10107,18659,131324,0,0,0,0,913706,25920,1892,0,0,3471,0,0,0,0,0,52,0,0,52,0,0,86191,108,91,91110,108,91,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,2,0,1,0,0,0,0,0,1,30,22,282,0,0,20,9,7,9,Yes,MultiLis 11-2C,0,1,50,2,100,0,0,0,0,0,0,0,169812,90,1278,401,815,712,1362,3289,978,311,29,0,265,0,3771,0
163,Geraldton,2000,89,Geraldton,Greenstone,P.O. Box 40,P0T1M0,Geraldton,405 Second Street West,www.geraldton.lakeheadu.ca/~gerlib/gplframe.html,Public or Union Library,2555,1120,0,0,01/01/2000,12/31/2000,OLS-N,1008,1210,Surplus,6781,109600,0,0,4412,3067,0,1224,125084,0,0,0,0,0,12018,0,96411,0,9514,3097,0,202,0,0,0,4952,126194,0,203,21,0,492,94,0,0,0,0,0,0,0,0,0,0,19460,5034,0,19607,5094,0,22,0,0,22,0,0,18,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,72,0,0,0,0,0,0,9,7,2,7,Yes,Spectrum,0,1,30,0,0,0,0,0,0,0,0,0,17630,2,15,156,49,216,57,397,129,71,0,0,8,0,350,0
164,Gillies Twp,2000,89,Gillies Twp,,"R.R. #1, 1092 Hwy. #595,",P0T1W0,"Kakabeka Falls,   ON",,www.gilliestownship.ca,Contracting Municipality,502,205,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,984,0,0,0,0,0,0,0,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Gloucester,2000,20,Gloucester,Ottawa C,P.O. Box 833,K1G3V5,Gloucester,"1595 Telesat Court, 3rd Floor; Gloucester, Ontario K1B 5R3",,Public or Union Library,110000,35645,0,0,01/01/2000,12/31/2000,SOLS,36901,31999,Surplus,265980,2928622,0,192744,0,149952,0,0,3537298,0,0,394000,0,394000,600759,0,1618813,404,584108,36513,0,61577,320369,0,0,154012,3376555,462944,4850,1560,0,7887,2600,0,0,0,0,0,0,0,0,0,0,139577,46582,0,214012,69193,0,0,0,0,0,0,0,323,108,12,0,0,0,0,0,0,0,0,0,0,0,0,35,6,1,0,19,0,0,0,0,0,0,0,53,752.6,0,0,31,10,21,0,Yes,Innovative Interfaces Inc,0,0,0,4,244,0,0,0,0,0,0,0,876742,1435,17605,860,966,860,966,29655,6280,469,0,0,998,0,14936,0
465,Gogama LSB,2000,70,Gogama LSB,,P.O. Box  190,P0M1W0,Gogama,15 Low Avenue,glsb10@ontera.net,LSB Library,625,0,0,0,01/01/2000,12/31/2000,OLS-N,700,0,Nil,1338,0,0,0,0,0,0,0,1338,0,0,0,0,0,789,0,0,0,0,243,129,177,0,0,0,0,1338,0,24,3,0,291,130,0,1,0,0,4,0,0,4,0,0,3000,1000,100,3000,1000,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32.5,2,2,0,2,No,,0,1,32.5,0,0,0,0,0,0,0,0,0,1158,0,0,26,0,30,0,23,81,11,15,0,2,5,51,1
302,Gore Bay Union,2000,83,Gore Bay Union,,P.O. Box 225,P0P1H0,Gore Bay,15 Water Street,olsn.ca/gorebay/index.html,Public or Union Library,1717,1328,150,0,01/01/2000,12/31/2000,OLS-N,1400,3286,Surplus,8278,21087,397,1372,1007,2940,0,0,35081,0,0,0,0,0,5231,0,18262,0,10924,0,0,182,3700,0,0,0,38299,0,21,0,0,200,0,0,0,0,0,3,0,0,3,0,0,12994,0,0,12994,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0,0,1,3,1,1,0,1,No,,0,1,21,0,0,0,0,0,0,0,0,0,14843,1,10,400,44,430,3,300,19,7,0,0,8,6,85,0
435,Goulbourn Twp,2000,20,Goulbourn Twp,Ottawa C,PO Box 760,K2S1A9,Stittsville,1637 Main Street,www.library.ottawa.on.ca,Public or Union Library,21007,6933,0,0,01/01/2000,12/31/2000,SOLS,9541,0,Nil,25823,271110,0,8546,6310,26001,7329,11962,357081,0,0,300241,51361,351602,34117,1000,251853,1741,24987,9372,0,13282,0,0,0,46740,383092,351602,731,0,0,1451,0,0,0,0,0,0,0,0,0,0,0,53634,1490,0,59580,1708,0,58,0,0,62,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,1,0,1,0,1,20,0,0,1,26,9,87,93,186,9,9,0,9,Yes,Dynix(Epic Tech),0,1,49.5,2,53,0,0,0,0,0,0,0,146827,134,3270,155,93,245,333,2912,343,103,0,0,244,0,1457,45
168,Gravenhurst,2000,33,Gravenhurst,,180 Sharpe Street West,P1P1J1,Gravenhurst,,www.gravenhurst.ca/library,Public or Union Library,10030,7360,0,0,01/01/2000,12/31/2000,SOLS,9325,0,Nil,35777,212250,0,3656,539,15125,0,0,267347,0,0,0,0,0,29529,4682,185991,2006,10866,2455,0,9575,0,0,0,22243,267347,0,998,0,0,1050,0,0,1,0,0,9,0,0,26,0,0,24886,185,4,26524,185,4,0,0,0,0,0,0,96,0,0,1,0,0,2,0,0,2,0,0,1100,0,0,35,0,1,0,0,0,0,0,1,23,2,36,3,53,20,20,8,4,3,1,Yes,epixtech/dynix,0,1,44,0,0,2,6,0,0,0,0,0,67408,112,1120,1404,697,1485,927,1137,984,52,0,0,92,3,645,0
169,Grimsby,2000,18,Grimsby,,18 Carnegie Lane,L3M1Y1,Grimsby,,"http://library.grimsby,ca",Public or Union Library,19585,7251,0,0,01/01/2000,12/31/2000,SOLS,7500,0,Nil,31391,468095,0,21376,250,57096,0,0,578208,0,0,10000,0,10000,88175,10240,375058,1096,36963,4902,0,9000,2000,0,0,50774,578208,10000,700,0,0,720,0,0,0,0,0,6,0,0,6,0,0,39000,500,500,48650,500,500,0,0,0,0,0,0,98,0,0,1,0,0,2,0,0,2,0,0,600,0,0,35,2,2,0,3,0,0,0,0,0,0,0,8,111,0,0,14,9,4,1,Yes,Multilis,0,1,68,0,0,0,0,0,0,0,0,0,238729,450,5175,703,483,819,777,4086,4000,160,0,0,239,0,2980,0
389,Guelph,2000,75,Guelph,,100 Norfolk Street,N1H4J6,Guelph,,http://www.library.guelph.on.ca,Public or Union Library,92130,38444,0,0,01/01/2000,12/31/2000,SOLS,71116,0,Nil,167774,2809990,0,140142,590,235371,0,0,3353867,0,0,0,0,0,511533,0,2271616,4700,318015,59043,0,71137,0,0,0,123023,3359067,0,6607,0,0,13545,0,0,0,0,0,0,0,0,0,0,0,212205,2732,0,263014,3717,0,0,0,0,0,0,0,1251,0,0,5,0,0,4,0,0,4,0,0,500,0,0,35,10,3,0,24,0,5,100,2,40,0,0,44,880,0,0,34,12,31,3,Yes,epixtech,0,1,67,2,124,0,0,16,44,0,0,1,1161879,289,11191,1469,3612,1820,6327,26398,11729,1249,0,0,1531,3,20306,0
79,Hagarty & Richards Twp,2000,69,Hagarty & Richards Twp,"Township of Killaloe, Hagarty and Richards",R.R. #2,K0J2A0,Killaloe,1 John Street,www.killaloe.net,Contracting Municipality,1661,1202,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,2690,6323,0,0,0,0,0,0,9013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9013,0,9013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Haileybury,2000,90,Haileybury,,P.O. Box 2090,P0J1K0,Haileybury,544 Lakeshore Road,,Public or Union Library,4545,1968,0,0,01/01/2000,12/31/2000,OLS-N,2500,7900,Surplus,10437,80011,0,17467,145,4448,0,1321,113829,0,0,0,0,0,16468,1174,67061,1315,8810,1400,7320,14217,0,0,0,3698,121463,0,653,630,0,703,684,0,6,2,0,32,4,0,34,4,0,25330,14640,0,25726,15299,0,0,0,0,0,0,0,65,36,0,1,1,0,1,0,0,1,0,0,1000,70,0,35,0,0,1,0,0,0,0,0,0,0,0,2,31,12,24,7,6,1,4,Yes,Winnebago,0,1,28,0,0,0,0,0,0,0,0,0,28321,88,675,83,10,97,83,455,207,60,240,0,40,5,355,0
57,Haldimand Town,2000,12,Haldimand Town,Haldimand County,P.O. Box 28,N0A1E0,Cayuga, 28 Cayuga Street North,www.granderiecap.com/hpl,Public or Union Library,21670,8840,0,0,01/01/2000,12/31/2000,SOLS,6987,58667,Surplus,39383,319280,590,21387,5069,23475,0,0,409184,0,0,0,0,0,61963,1076,273948,542,48473,2700,2677,6519,0,0,0,0,397898,18264,575,0,0,3063,0,0,1,0,0,16,0,0,16,0,0,44125,40,20,45210,40,20,52,0,0,52,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,5,0,0,2,78.9,0,0,16,226.7,5,8,9,9,9,9,Yes,Winnebago,0,1,35,2,74,0,0,0,0,0,0,0,111671,209,1462,433,994,450,1100,1996,907,74,68,0,165,0,1067,14
